2024-07-30 20:28:31,267 - INFO - Agent initialized
2024-07-30 20:28:31,268 - INFO - Inside load function
2024-07-30 20:28:31,269 - ERROR - Failed to load model: 'Agent' object has no attribute 'state_dict'
2024-07-30 20:28:31,269 - ERROR - Model failed to load
2024-07-30 20:28:32,141 - INFO - Game 1, Score 0, Record: 0
2024-08-11 21:13:39,200 - INFO - Game 92, Score 52, Record: 102
2024-08-11 21:14:11,643 - INFO - Game 93, Score 28, Record: 102
2024-08-11 21:14:52,942 - INFO - Game 94, Score 33, Record: 102
2024-08-11 21:16:03,877 - INFO - Game 95, Score 54, Record: 102
2024-08-11 21:17:10,508 - INFO - Game 96, Score 60, Record: 102
2024-08-11 21:18:32,638 - INFO - Game 97, Score 64, Record: 102
2024-08-11 21:19:46,206 - INFO - Game 98, Score 67, Record: 102
2024-08-11 21:21:39,500 - INFO - Game 99, Score 91, Record: 102
2024-08-11 21:22:55,611 - INFO - Game 100, Score 59, Record: 102
2024-08-11 21:23:44,958 - INFO - Game 101, Score 39, Record: 102
2024-08-11 21:25:13,223 - INFO - Game 102, Score 73, Record: 102
2024-08-11 21:26:44,932 - INFO - Game 103, Score 81, Record: 102
2024-08-11 21:27:39,164 - INFO - Game 104, Score 50, Record: 102
2024-08-11 21:28:19,251 - INFO - Game 105, Score 36, Record: 102
2024-08-11 21:28:55,252 - INFO - Game 106, Score 41, Record: 102
2024-08-11 21:29:41,523 - INFO - Game 107, Score 39, Record: 102
2024-08-11 21:31:14,044 - INFO - Game 108, Score 80, Record: 102
2024-08-11 21:34:17,865 - INFO - Model saved
2024-08-11 21:34:17,865 - INFO - Game 109, Score 128, Record: 128
2024-08-11 21:35:41,021 - INFO - Game 110, Score 57, Record: 128
2024-08-11 21:36:58,588 - INFO - Game 111, Score 69, Record: 128
2024-08-11 21:37:51,020 - INFO - Game 112, Score 48, Record: 128
2024-08-11 21:38:09,363 - INFO - Game 113, Score 14, Record: 128
2024-08-11 21:39:01,465 - INFO - Game 114, Score 40, Record: 128
2024-08-11 21:40:26,487 - INFO - Game 115, Score 69, Record: 128
2024-08-11 21:40:57,284 - INFO - Game 116, Score 25, Record: 128
2024-08-11 21:41:14,465 - INFO - Game 117, Score 17, Record: 128
2024-08-11 21:42:54,015 - INFO - Game 118, Score 76, Record: 128
2024-08-11 21:44:14,715 - INFO - Game 119, Score 71, Record: 128
2024-08-11 21:44:58,123 - INFO - Game 120, Score 38, Record: 128
2024-08-11 21:45:39,291 - INFO - Game 121, Score 42, Record: 128
2024-08-11 21:47:12,681 - INFO - Game 122, Score 78, Record: 128
2024-08-11 21:48:32,583 - INFO - Game 123, Score 65, Record: 128
2024-08-11 21:49:38,970 - INFO - Game 124, Score 56, Record: 128
2024-08-11 21:51:04,706 - INFO - Game 125, Score 71, Record: 128
2024-08-11 21:52:25,943 - INFO - Game 126, Score 62, Record: 128
2024-08-11 21:53:56,734 - INFO - Game 127, Score 74, Record: 128
2024-08-11 21:55:24,205 - INFO - Game 128, Score 68, Record: 128
2024-08-11 21:57:19,162 - INFO - Game 129, Score 84, Record: 128
2024-08-11 21:58:14,840 - INFO - Game 130, Score 48, Record: 128
2024-08-11 21:58:37,332 - INFO - Game 131, Score 21, Record: 128
2024-08-11 21:59:13,297 - INFO - Game 132, Score 29, Record: 128
2024-08-11 21:59:54,484 - INFO - Game 133, Score 36, Record: 128
2024-08-11 22:01:01,443 - INFO - Game 134, Score 55, Record: 128
2024-08-11 22:01:37,294 - INFO - Game 135, Score 24, Record: 128
2024-08-11 22:02:25,473 - INFO - Game 136, Score 37, Record: 128
2024-08-11 22:03:15,868 - INFO - Game 137, Score 33, Record: 128
2024-08-11 22:03:36,289 - INFO - Game 138, Score 19, Record: 128
2024-08-11 22:04:42,860 - INFO - Game 139, Score 46, Record: 128
2024-08-11 22:06:40,741 - INFO - Game 140, Score 90, Record: 128
2024-08-11 22:07:36,867 - INFO - Game 141, Score 47, Record: 128
2024-08-11 22:08:37,528 - INFO - Game 142, Score 48, Record: 128
2024-08-11 22:10:06,574 - INFO - Game 143, Score 79, Record: 128
2024-08-11 22:11:56,904 - INFO - Game 144, Score 81, Record: 128
2024-08-11 22:13:13,803 - INFO - Game 145, Score 59, Record: 128
2024-08-11 22:14:19,246 - INFO - Game 146, Score 50, Record: 128
2024-08-11 22:15:26,687 - INFO - Game 147, Score 56, Record: 128
2024-08-11 22:17:10,389 - INFO - Game 148, Score 88, Record: 128
2024-08-11 22:17:38,135 - INFO - Game 149, Score 26, Record: 128
2024-08-11 22:19:53,438 - INFO - Game 150, Score 95, Record: 128
2024-08-11 22:21:11,800 - INFO - Game 151, Score 67, Record: 128
2024-08-11 22:22:11,998 - INFO - Game 152, Score 58, Record: 128
2024-08-11 22:23:49,846 - INFO - Game 153, Score 77, Record: 128
2024-08-11 22:25:04,376 - INFO - Game 154, Score 61, Record: 128
2024-08-11 22:25:46,410 - INFO - Game 155, Score 38, Record: 128
2024-08-11 22:26:02,177 - INFO - Game 156, Score 14, Record: 128
2024-08-11 22:26:55,487 - INFO - Game 157, Score 40, Record: 128
2024-08-11 22:28:08,419 - INFO - Game 158, Score 63, Record: 128
2024-08-11 22:29:54,997 - INFO - Game 159, Score 80, Record: 128
2024-08-11 22:32:32,138 - INFO - Game 160, Score 119, Record: 128
2024-08-11 22:33:05,356 - INFO - Game 161, Score 26, Record: 128
2024-08-11 22:33:54,811 - INFO - Game 162, Score 41, Record: 128
2024-08-11 22:35:22,171 - INFO - Game 163, Score 70, Record: 128
2024-08-11 22:37:00,255 - INFO - Game 164, Score 75, Record: 128
2024-08-11 22:37:42,913 - INFO - Game 165, Score 38, Record: 128
2024-08-11 22:39:03,364 - INFO - Game 166, Score 63, Record: 128
2024-08-11 22:39:49,046 - INFO - Game 167, Score 47, Record: 128
2024-08-11 22:41:10,504 - INFO - Game 168, Score 76, Record: 128
2024-08-11 22:42:00,498 - INFO - Game 169, Score 40, Record: 128
2024-08-11 22:42:41,016 - INFO - Game 170, Score 32, Record: 128
2024-08-11 22:44:19,998 - INFO - Game 171, Score 72, Record: 128
2024-08-11 22:45:07,756 - INFO - Game 172, Score 37, Record: 128
2024-08-11 22:46:46,378 - INFO - Game 173, Score 69, Record: 128
2024-08-11 22:48:19,384 - INFO - Game 174, Score 75, Record: 128
2024-08-11 22:49:27,613 - INFO - Game 175, Score 55, Record: 128
2024-08-11 22:50:52,119 - INFO - Game 176, Score 68, Record: 128
2024-08-11 22:52:07,498 - INFO - Game 177, Score 64, Record: 128
2024-08-11 22:53:37,550 - INFO - Game 178, Score 76, Record: 128
2024-08-11 22:55:18,779 - INFO - Game 179, Score 80, Record: 128
2024-08-11 22:56:05,515 - INFO - Game 180, Score 34, Record: 128
2024-08-11 22:57:03,855 - INFO - Game 181, Score 53, Record: 128
2024-08-11 22:58:02,242 - INFO - Game 182, Score 47, Record: 128
2024-08-11 22:58:55,142 - INFO - Game 183, Score 43, Record: 128
2024-08-11 23:00:04,447 - INFO - Game 184, Score 54, Record: 128
2024-08-11 23:01:38,522 - INFO - Game 185, Score 84, Record: 128
2024-08-11 23:02:11,556 - INFO - Game 186, Score 33, Record: 128
2024-08-11 23:03:15,952 - INFO - Game 187, Score 51, Record: 128
2024-08-11 23:04:04,217 - INFO - Game 188, Score 39, Record: 128
2024-08-11 23:05:03,820 - INFO - Game 189, Score 52, Record: 128
2024-08-11 23:06:04,043 - INFO - Game 190, Score 51, Record: 128
2024-08-11 23:07:14,867 - INFO - Game 191, Score 61, Record: 128
2024-08-11 23:07:56,730 - INFO - Game 192, Score 36, Record: 128
2024-08-11 23:10:37,403 - INFO - Game 193, Score 110, Record: 128
2024-08-11 23:11:38,715 - INFO - Game 194, Score 62, Record: 128
2024-08-11 23:13:02,290 - INFO - Game 195, Score 67, Record: 128
2024-08-11 23:13:32,193 - INFO - Game 196, Score 25, Record: 128
2024-08-11 23:14:21,870 - INFO - Game 197, Score 37, Record: 128
2024-08-11 23:15:29,647 - INFO - Game 198, Score 46, Record: 128
2024-08-11 23:16:53,232 - INFO - Game 199, Score 66, Record: 128
2024-08-11 23:17:34,816 - INFO - Game 200, Score 33, Record: 128
2024-08-11 23:18:15,939 - INFO - Game 201, Score 32, Record: 128
2024-08-11 23:19:13,910 - INFO - Game 202, Score 41, Record: 128
2024-08-11 23:20:50,387 - INFO - Game 203, Score 78, Record: 128
2024-08-11 23:22:41,541 - INFO - Game 204, Score 84, Record: 128
2024-08-11 23:24:58,256 - INFO - Game 205, Score 101, Record: 128
2024-08-11 23:26:05,896 - INFO - Game 206, Score 52, Record: 128
2024-08-11 23:27:56,618 - INFO - Game 207, Score 97, Record: 128
2024-08-11 23:28:06,291 - INFO - Game 208, Score 8, Record: 128
2024-08-11 23:29:30,381 - INFO - Game 209, Score 67, Record: 128
2024-08-11 23:31:04,355 - INFO - Game 210, Score 69, Record: 128
2024-08-11 23:33:42,097 - INFO - Game 211, Score 109, Record: 128
2024-08-11 23:35:21,842 - INFO - Game 212, Score 76, Record: 128
2024-08-11 23:36:12,274 - INFO - Game 213, Score 46, Record: 128
2024-08-11 23:37:57,546 - INFO - Game 214, Score 75, Record: 128
2024-08-11 23:38:35,956 - INFO - Game 215, Score 33, Record: 128
2024-08-11 23:41:00,518 - INFO - Game 216, Score 107, Record: 128
2024-08-11 23:43:11,581 - INFO - Game 217, Score 90, Record: 128
2024-08-11 23:44:17,210 - INFO - Game 218, Score 45, Record: 128
2024-08-11 23:46:13,063 - INFO - Game 219, Score 87, Record: 128
2024-08-11 23:47:44,128 - INFO - Game 220, Score 67, Record: 128
2024-08-11 23:49:18,689 - INFO - Game 221, Score 76, Record: 128
2024-08-11 23:51:26,576 - INFO - Game 222, Score 85, Record: 128
2024-08-11 23:53:17,167 - INFO - Game 223, Score 83, Record: 128
2024-08-11 23:53:50,982 - INFO - Game 224, Score 23, Record: 128
2024-08-11 23:54:52,740 - INFO - Game 225, Score 58, Record: 128
2024-08-11 23:55:39,479 - INFO - Game 226, Score 40, Record: 128
2024-08-11 23:56:34,762 - INFO - Game 227, Score 54, Record: 128
2024-08-11 23:57:38,412 - INFO - Game 228, Score 50, Record: 128
2024-08-12 00:00:14,170 - INFO - Game 229, Score 102, Record: 128
2024-08-12 00:01:13,469 - INFO - Game 230, Score 54, Record: 128
2024-08-12 00:01:40,855 - INFO - Game 231, Score 25, Record: 128
2024-08-12 00:03:53,936 - INFO - Game 232, Score 94, Record: 128
2024-08-12 00:04:42,639 - INFO - Game 233, Score 48, Record: 128
2024-08-12 00:06:34,910 - INFO - Game 234, Score 93, Record: 128
2024-08-12 00:07:46,438 - INFO - Game 235, Score 63, Record: 128
2024-08-12 00:09:50,596 - INFO - Game 236, Score 92, Record: 128
2024-08-12 00:11:03,049 - INFO - Game 237, Score 62, Record: 128
2024-08-12 00:12:06,569 - INFO - Game 238, Score 47, Record: 128
2024-08-12 00:13:47,604 - INFO - Game 239, Score 85, Record: 128
2024-08-12 00:15:56,052 - INFO - Game 240, Score 91, Record: 128
2024-08-12 00:16:33,206 - INFO - Game 241, Score 33, Record: 128
2024-08-12 00:17:11,420 - INFO - Game 242, Score 35, Record: 128
2024-08-12 00:18:11,762 - INFO - Game 243, Score 51, Record: 128
